-0.6848712,4.0845177,3.0207047
-0.4936732,4.1342127,3.0868607
-0.2994030,4.1735268,3.1500112
-0.1030868,4.2027435,3.2089102
0.0937585,4.2219777,3.2603858
0.2923289,4.2315629,3.3084554
0.4902111,4.2315638,3.3476095
0.6884231,4.2221667,3.3820395
0.8859040,4.2035134,3.4110032
1.0822596,4.1757442,3.4262978
1.2771301,4.1390234,3.4333894
1.4702880,4.0934018,3.3691009
1.6609605,4.0388334,3.3047894
1.8486866,3.9751024,3.2404345
2.0333956,3.9017211,3.1747017
2.2125618,3.8192406,3.1082436
2.3888263,3.7257192,3.0398173
2.5580767,3.6224671,2.9719613
2.7196708,3.5091918,2.9049324
2.8750626,3.3836071,2.8423390
3.0197702,3.2480868,2.7835805
3.1525918,3.1032120,2.7294815
3.2750214,2.9464763,2.6793253
3.3843346,2.7807380,2.6225078
3.4800911,2.6082196,2.5581294
3.5636967,2.4296163,2.4877673
3.6349599,2.2455530,2.4122368
3.6917582,2.0562498,2.3311495
3.7310078,1.8619965,2.2437118
3.7489332,1.6641221,2.1557958
3.7420344,1.4653115,2.0820016
3.7086498,1.2708781,2.0054918
3.6476499,1.0825694,1.9216635
3.5583549,0.9055256,1.8849390
3.4415296,0.7448864,1.9399345
3.3019584,0.6053552,2.0467295
3.1450682,0.4842212,2.1845872
2.9772035,0.3779711,2.3430077
2.8034234,0.2832841,2.4844045
2.6244771,0.1989821,2.6217363
2.4404563,0.1241310,2.7555453
2.2539249,0.0587153,2.8818097
2.0645172,0.0018984,3.0046802
1.8711133,-0.0474420,3.1253162
1.6786717,-0.0890566,3.2398349
1.4830584,-0.1244316,3.3508747
1.2869303,-0.1533088,3.4555267
1.0900280,-0.1758478,3.5428476
0.8918525,-0.1919938,3.6203840
0.6940775,-0.2013545,3.5514022
0.4954552,-0.2033830,3.4662290
0.2972544,-0.1973172,3.4080924
0.0993902,-0.1825161,3.3569813
-0.0975277,-0.1585372,3.3212637
-0.2932759,-0.1252192,3.2730651
-0.4864826,-0.0826802,3.2140924
-0.6785769,-0.0303549,3.1420248
-0.8659005,0.0313513,3.0679189
-1.0514034,0.1043264,3.0080287
-1.2311823,0.1879507,2.9328874
-1.4043033,0.2823267,2.8392074
-1.5728037,0.3894638,2.7343771
-1.7316659,0.5074228,2.6323646
-1.8799173,0.6363775,2.5368633
-2.0190738,0.7792180,2.4631557
-2.1440413,0.9324698,2.4004568
-2.2540026,1.0961199,2.3633021
-2.3484627,1.2700466,2.3541744
-2.4259866,1.4524290,2.3381001
-2.4843964,1.6409929,2.3236403
-2.5222598,1.8353956,2.3143631
-2.5379972,2.0335562,2.3088703
-2.5307334,2.2314671,2.3026190
-2.5004713,2.4269399,2.2998432
-2.4475072,2.6182376,2.2975725
-2.3728754,2.8019793,2.2941198
-2.2780178,2.9755785,2.3152959
-2.1645691,3.1383913,2.3560493
-2.0356850,3.2890314,2.4284854
-1.8943063,3.4278689,2.5050768
-1.7423175,3.5553089,2.5822318
-1.5815696,3.6712293,2.6573196
-1.4132408,3.7758734,2.7315280
-1.2384768,3.8693929,2.8052170
-1.0583491,3.9519293,2.8781772
-0.8737785,4.0235969,2.9098924
-0.6848712,4.0845177,3.0207047
